88 28 1
88 29 1
88 30 1
88 31 1
89 28 1
89 29 1
89 30 1
89 31 1
90 28 1
90 29 1
90 30 1
90 31 1
91 28 1
91 29 1
91 30 1
91 31 1
92 28 1
92 29 1
92 30 1
92 31 1
93 28 1
93 29 1
93 30 1
93 31 1
94 28 1
94 29 1
94 30 1
94 31 1
95 28 1
95 29 1
95 30 1
95 31 1
96 28 1
96 29 1
96 30 1
96 31 1
97 28 1
97 29 1
97 30 1
97 31 1
98 28 1
98 29 1
98 30 1
98 31 1
99 28 1
99 29 1
99 30 1
99 31 1
100 28 1
100 29 1
100 30 1
100 31 1
101 28 1
101 29 1
101 30 1
101 31 1
102 28 1
102 29 1
102 30 1
102 31 1
103 28 1
103 29 1
103 30 1
103 31 1
104 28 1
104 29 1
104 30 1
104 31 1
105 28 1
105 29 1
105 30 1
105 31 1
106 28 1
106 29 1
106 30 1
106 31 1
107 28 1
107 29 1
107 30 1
107 31 1
108 28 1
108 29 1
108 30 1
108 31 1
109 28 1
109 29 1
109 30 1
109 31 1
110 28 1
110 29 1
110 30 1
110 31 1
111 28 1
111 29 1
111 30 1
111 31 1
112 28 1
112 29 1
112 30 1
112 31 1
113 28 1
113 29 1
113 30 1
113 31 1
114 28 1
114 29 1
114 30 1
114 31 1
115 28 1
115 29 1
115 30 1
115 31 1
116 28 1
116 29 1
116 30 1
116 31 1
117 28 1
117 29 1
117 30 1
117 31 1
118 28 1
118 29 1
118 30 1
118 31 1
119 28 1
119 29 1
119 30 1
119 31 1
120 28 1
120 29 1
120 30 1
120 31 1
121 28 1
121 29 1
121 30 1
121 31 1
122 28 1
122 29 1
122 30 1
122 31 1
123 28 1
123 29 1
123 30 1
123 31 1
124 28 1
124 29 1
124 30 1
124 31 1
125 28 1
125 29 1
125 30 1
125 31 1
126 28 1
126 29 1
126 30 1
126 31 1
286 28 1
286 29 1
286 30 1
286 31 1
287 28 1
287 29 1
287 30 1
287 31 1
288 28 1
288 29 1
288 30 1
288 31 1
289 28 1
289 29 1
289 30 1
289 31 1
290 28 1
290 29 1
290 30 1
290 31 1
291 28 1
291 29 1
291 30 1
291 31 1
292 28 1
292 29 1
292 30 1
292 31 1
293 28 1
293 29 1
293 30 1
293 31 1
294 28 1
294 29 1
294 30 1
294 31 1
295 28 1
295 29 1
295 30 1
295 31 1
296 28 1
296 29 1
296 30 1
296 31 1
297 28 1
297 29 1
297 30 1
297 31 1
298 28 1
298 29 1
298 30 1
298 31 1
299 28 1
299 29 1
299 30 1
299 31 1
300 28 1
300 29 1
300 30 1
300 31 1
301 28 1
301 29 1
301 30 1
301 31 1
302 28 1
302 29 1
302 30 1
302 31 1
303 28 1
303 29 1
303 30 1
303 31 1
304 28 1
304 29 1
304 30 1
304 31 1
305 28 1
305 29 1
305 30 1
305 31 1
306 28 1
306 29 1
306 30 1
306 31 1
307 28 1
307 29 1
307 30 1
307 31 1
308 28 1
308 29 1
308 30 1
308 31 1
309 28 1
309 29 1
309 30 1
309 31 1
310 28 1
310 29 1
310 30 1
310 31 1
311 28 1
311 29 1
311 30 1
311 31 1
312 28 1
312 29 1
312 30 1
312 31 1
313 28 1
313 29 1
313 30 1
313 31 1
314 28 1
314 29 1
314 30 1
314 31 1
315 28 1
315 29 1
315 30 1
315 31 1
316 28 1
316 29 1
316 30 1
316 31 1
317 28 1
317 29 1
317 30 1
317 31 1
318 28 1
318 29 1
318 30 1
318 31 1
319 28 1
319 29 1
319 30 1
319 31 1
320 28 1
320 29 1
320 30 1
320 31 1
321 28 1
321 29 1
321 30 1
321 31 1
322 28 1
322 29 1
322 30 1
322 31 1
323 28 1
323 29 1
323 30 1
323 31 1
324 28 1
324 29 1
324 30 1
324 31 1
325 28 1
325 29 1
325 30 1
325 31 1
326 28 1
326 29 1
326 30 1
326 31 1
327 28 1
327 29 1
327 30 1
327 31 1
328 28 1
328 29 1
328 30 1
328 31 1
329 28 1
329 29 1
329 30 1
329 31 1
330 28 1
330 29 1
330 30 1
330 31 1
490 28 1
490 29 1
490 30 1
490 31 1
491 28 1
491 29 1
491 30 1
491 31 1
492 28 1
492 29 1
492 30 1
492 31 1
493 28 1
493 29 1
493 30 1
493 31 1
494 28 1
494 29 1
494 30 1
494 31 1
495 28 1
495 29 1
495 30 1
495 31 1
496 28 1
496 29 1
496 30 1
496 31 1
497 28 1
497 29 1
497 30 1
497 31 1
498 28 1
498 29 1
498 30 1
498 31 1
499 28 1
499 29 1
499 30 1
499 31 1
500 28 1
500 29 1
500 30 1
500 31 1
501 28 1
501 29 1
501 30 1
501 31 1
502 28 1
502 29 1
502 30 1
502 31 1
503 28 1
503 29 1
503 30 1
503 31 1
504 28 1
504 29 1
504 30 1
504 31 1
505 28 1
505 29 1
505 30 1
505 31 1
506 28 1
506 29 1
506 30 1
506 31 1
507 28 1
507 29 1
507 30 1
507 31 1
508 28 1
508 29 1
508 30 1
508 31 1
509 28 1
509 29 1
509 30 1
509 31 1
510 28 1
510 29 1
510 30 1
510 31 1
676 28 1
676 29 1
676 30 1
676 31 1
677 28 1
677 29 1
677 30 1
677 31 1
678 28 1
678 29 1
678 30 1
678 31 1
679 28 1
679 29 1
679 30 1
679 31 1
680 28 1
680 29 1
680 30 1
680 31 1
681 28 1
681 29 1
681 30 1
681 31 1
682 28 1
682 29 1
682 30 1
682 31 1
683 28 1
683 29 1
683 30 1
683 31 1
684 28 1
684 29 1
684 30 1
684 31 1
685 28 1
685 29 1
685 30 1
685 31 1
686 28 1
686 29 1
686 30 1
686 31 1
687 28 1
687 29 1
687 30 1
687 31 1
688 28 1
688 29 1
688 30 1
688 31 1
689 28 1
689 29 1
689 30 1
689 31 1
690 28 1
690 29 1
690 30 1
690 31 1
691 28 1
691 29 1
691 30 1
691 31 1
692 28 1
692 29 1
692 30 1
692 31 1
693 28 1
693 29 1
693 30 1
693 31 1
694 28 1
694 29 1
694 30 1
694 31 1
695 28 1
695 29 1
695 30 1
695 31 1
696 28 1
696 29 1
696 30 1
696 31 1
871 28 1
871 29 1
871 30 1
871 31 1
872 28 1
872 29 1
872 30 1
872 31 1
873 28 1
873 29 1
873 30 1
873 31 1
874 28 1
874 29 1
874 30 1
874 31 1
875 28 1
875 29 1
875 30 1
875 31 1
876 28 1
876 29 1
876 30 1
876 31 1
877 28 1
877 29 1
877 30 1
877 31 1
878 28 1
878 29 1
878 30 1
878 31 1
879 28 1
879 29 1
879 30 1
879 31 1
880 28 1
880 29 1
880 30 1
880 31 1
881 28 1
881 29 1
881 30 1
881 31 1
882 28 1
882 29 1
882 30 1
882 31 1
883 28 1
883 29 1
883 30 1
883 31 1
884 28 1
884 29 1
884 30 1
884 31 1
885 28 1
885 29 1
885 30 1
885 31 1
886 28 1
886 29 1
886 30 1
886 31 1
887 28 1
887 29 1
887 30 1
887 31 1
888 28 1
888 29 1
888 30 1
888 31 1
889 28 1
889 29 1
889 30 1
889 31 1
890 28 1
890 29 1
890 30 1
890 31 1
891 28 1
891 29 1
891 30 1
891 31 1
892 28 1
892 29 1
892 30 1
892 31 1
893 28 1
893 29 1
893 30 1
893 31 1
894 28 1
894 29 1
894 30 1
894 31 1
895 28 1
895 29 1
895 30 1
895 31 1
896 28 1
896 29 1
896 30 1
896 31 1
897 28 1
897 29 1
897 30 1
897 31 1
79 24 1
79 25 1
79 26 1
79 27 1
80 24 1
80 25 1
80 26 1
80 27 1
81 24 1
81 25 1
81 26 1
81 27 1
82 24 1
82 25 1
82 26 1
82 27 1
83 24 1
83 25 1
83 26 1
83 27 1
84 24 1
84 25 1
84 26 1
84 27 1
85 24 1
85 25 1
85 26 1
85 27 1
86 24 1
86 25 1
86 26 1
86 27 1
87 24 1
87 25 1
87 26 1
87 27 1
88 24 1
88 25 1
88 26 1
88 27 1
89 24 1
89 25 1
89 26 1
89 27 1
90 24 1
90 25 1
90 26 1
90 27 1
91 24 1
91 25 1
91 26 1
91 27 1
92 24 1
92 25 1
92 26 1
92 27 1
93 24 1
93 25 1
93 26 1
93 27 1
94 24 1
94 25 1
94 26 1
94 27 1
95 24 1
95 25 1
95 26 1
95 27 1
96 24 1
96 25 1
96 26 1
96 27 1
97 24 1
97 25 1
97 26 1
97 27 1
98 24 1
98 25 1
98 26 1
98 27 1
99 24 1
99 25 1
99 26 1
99 27 1
100 24 1
100 25 1
100 26 1
100 27 1
101 24 1
101 25 1
101 26 1
101 27 1
102 24 1
102 25 1
102 26 1
102 27 1
103 24 1
103 25 1
103 26 1
103 27 1
104 24 1
104 25 1
104 26 1
104 27 1
105 24 1
105 25 1
105 26 1
105 27 1
106 24 1
106 25 1
106 26 1
106 27 1
107 24 1
107 25 1
107 26 1
107 27 1
108 24 1
108 25 1
108 26 1
108 27 1
109 24 1
109 25 1
109 26 1
109 27 1
110 24 1
110 25 1
110 26 1
110 27 1
111 24 1
111 25 1
111 26 1
111 27 1
112 24 1
112 25 1
112 26 1
112 27 1
113 24 1
113 25 1
113 26 1
113 27 1
114 24 1
114 25 1
114 26 1
114 27 1
115 24 1
115 25 1
115 26 1
115 27 1
116 24 1
116 25 1
116 26 1
116 27 1
117 24 1
117 25 1
117 26 1
117 27 1
118 24 1
118 25 1
118 26 1
118 27 1
119 24 1
119 25 1
119 26 1
119 27 1
120 24 1
120 25 1
120 26 1
120 27 1
121 24 1
121 25 1
121 26 1
121 27 1
